index	word	definition	label
509	lucidness	free from obscurity and easy to understand; the comprehensibility of clear expression	1
510	dithyrambic	of or in the manner of a dithyramb	1
511	dregs	an ominous sign that war threatens	0
512	ruddles	the common European annual marigold	1
513	precinct	a district of a city or town marked out for administrative purposes	1
514	link	a B vitamin that is essential for metabolism of amino acids and starch	0
515	chalcopyrite	silvery-leaved California herb with purple flowers	0
516	phytoplankton	photosynthetic or plant constituent of plankton; mainly unicellular algae	1
517	sprite	a hang performed with the elbows bent	0
518	midland	the interior part of a country	1
519	inherited	tending to occur among members of a family usually by heredity	1
520	millionaire	a person whose material wealth is valued at more than a million dollars	1
521	reminiscent	a grouping of a number of similar things	0
522	ketonuria	excessive amounts of ketone bodies in the urine as in diabetes mellitus or starvation	1
523	tinter	someone who plays the game of golf	0
524	helping	an individual quantity of food or drink taken as part of a meal	1
525	stepfather	the husband of your mother by a subsequent marriage	1
526	matchup	the written form of a word	0
527	pepper	a form of staphylococcal enterotoxin that has been used as an incapacitating agent in biological warfare	0
528	statement	(music) the presentation of a musical theme	1
529	ignited	segmented worms: earthworms; lugworms; leeches	0
530	adaptable	containing combined water (especially water of crystallization as in a hydrate)	0
531	itemization	in a broad-minded manner	0
532	heinous	a person who mutilates or destroys or disfigures or cripples	0
533	investing	the act of investing; laying out money or capital in an enterprise with the expectation of profit	1
534	netmail	communicate electronically on the computer	1
535	crumpled	any of the major venous channels in primitive adult vertebrates and in embryos of higher vertebrates	0
536	contrarian	an investor who deliberately decides to go against the prevailing wisdom of other investors	1
537	backtalk	the neural path of a reflex	0
538	invitational	a type of fiberboard	0
539	fantastically	(geology) a crack in the earth's crust resulting from the displacement of one side with respect to the other	0
540	manifesto	a public declaration of intentions (as issued by a political party or government)	1
541	vinegarweed	aromatic plant of western United States	1
542	henbane	poisonous fetid Old World herb having sticky hairy leaves and yellow-brown flowers; yields hyoscyamine and scopolamine	1
543	coastline	the outline of a coast	1
544	advice	a woman conductor	0
545	chiromancer	fortuneteller who predicts your future by the lines on your palms	1
546	nonlegal	a metal helmet worn by common soldiers in the 16th century	0
547	squirmer	poinsettia of United States and eastern Mexico; often confused with Euphorbia heterophylla	0
548	bandwidth	the right of ownership	0
549	pitchstone	a unicellular organism having cells lacking membrane-bound nuclei; bacteria are the prime example but also included are blue-green algae and actinomycetes and mycoplasma	0
550	vinify	convert a juice into wine by fermentation	1
551	seeable	someone arrested on the charge of being drunk and disorderly	0
552	crippled	disabled in the feet or legs	1
553	thighbone	British breed of hornless dark-faced mutton sheep	0
554	stool	star-nosed moles	0
555	divers	many and different	1
556	life	a tool used for cutting or slicing	0
557	works	largest carnivorous land animals ever known	0
558	mineralize	excision of the clitoris	0
559	exam	an acute blood disorder (often caused by radiation or drug therapy) characterized by severe reduction in granulocytes	0
560	milkless	having no milk	1
561	spray	a decorative framework to conceal curtain fixtures at the top of a window casing	0
562	signification	the message that is intended or expressed or signified	1
563	utterance	the use of uttered sounds for auditory communication	1
564	birefringent	(computer science) the key on a computer keyboard that is used (in combination with some other key) to type control characters	0
565	chanceful	tropical American terrestrial fern with leathery lanceolate fronds; sometimes placed in genus Polybotrya	0
566	extractible	any one of five solids whose faces are congruent regular polygons and whose polyhedral angles are all congruent	0
567	meeter	a person who is present and participates in a meeting	1
568	pisser	a person who urinates	1
569	individualist	marked by or expressing individuality	1
570	solemnisation	least shrews	0
571	pinesap	a sock worn for athletic events	0
572	knack	a geosynchronous orbit that is fixed with respect to a position on the Earth	0
573	visored	large open car seating four with folding top	0
574	daycare	a person who explores caves	0
575	earned	gained or acquired; especially through merit or as a result of effort or action	1
576	crab	direct (an aircraft) into a crosswind	1
577	flagfish	cause of a potato disease characterized by brownish corky tissue	0
578	crookneck	yellow squash with a thin curved neck and somewhat warty skin	1
579	stretchy	capable of being easily stretched and resuming former size or shape	1
580	choriomeningitis	a cerebral meningitis with cellular infiltration of the meninges	1
581	beltless	a hypothetical organic phenomenon by which living organisms are created from nonliving matter	0
582	epididymitis	painful inflammation of the epididymis	1
583	blameless	free of guilt; not subject to blame	1
584	dacryocystitis	the side that is on the north	0
585	postmodernism	touracos	0
586	screwing	a heavy yellow poisonous oily explosive liquid obtained by nitrating glycerol; used in making explosives and medically as a vasodilator (trade names Nitrospan and Nitrostat)	0
587	dilettanteish	a small vascular growth on the surface of a mucous membrane	0
588	average	one of the cross braces that support the rails on a railway track	0
589	earthworm	terrestrial worm that burrows into and helps aerate soil; often surfaces when the ground is cool or wet; used as bait by anglers	1
590	parchment	a Dardic language spoken by the Kafir in northeastern Afghanistan	0
591	grainy	composed of or covered with particles resembling meal in texture or consistency	1
592	however	adsorption (especially when irreversible) by means of chemical instead of physical forces	0
593	airliner	a long-haired breed of cat similar to the Persian cat	0
594	clannishness	tendency to associate with only a select group	1
595	mentholated	cyst filled with liquid; forms as a result of infestation by tapeworm larvae (as in echinococcosis)	0
596	forego	be earlier in time; go back further	1
597	colonization	herbs or shrubs or small trees: flowering maple; parlor maple; Indian mallow	0
598	disservice	an act intended to help that turns out badly	1
599	mucopolysaccharidosis	any of a group of genetic disorders involving a defect in the metabolism of mucopolysaccharides resulting in greater than normal levels of mucopolysaccharides in tissues	1
